Name,X [ ],Y [ ],DeltaE [kcal/mol],Reaction,HOMO Energy [eV],Mulliken Charge [a.u],Molecular Weight in [a.u.],Molecular Shape [ ],Molecular Volume [A^3],L1,L2,bond type
Au_49.67,1.470970671659e+01,2.028796247511e+01,1.410000,Hiyama,-9.98372,0.234007,423.248,0.61538,187.6639,49,67,4
Au_49.68,1.458873145067e+01,2.017884192370e+01,0.400000,Hiyama,-9.90913,0.237248,413.253,0.58824,265.6890,49,68,4
Au_49.69,1.162768930431e+01,8.870248277648e+00,2.380000,Hiyama,-9.96303,0.130977,414.285,0.52941,332.0055,49,69,4
Au_49.70,1.054769044884e+01,8.286702182475e+00,-1.037430,Stille,-9.60153,0.126750,476.356,0.57143,669.2338,49,70,4
Au_49.71,1.828921490806e+00,1.811718146540e+01,10.180000,None,-10.4073,0.289283,383.183,0.6,153.6061,49,71,4
Au_49.72,-5.231798554680e+00,4.163265117307e+00,-2.559505,Stille,NAN,NAN,556.402,0.44444,1002.040,49,72,4
Au_49.73,-5.406792832422e+00,3.997510417640e+00,8.263300,None,NAN,NAN,615.426,0.41935,739.3746,49,73,4
Au_49.74,-2.296575742617e+00,4.419923299955e+00,0.000513,Stille,NAN,NAN,474.340,0.5,589.0797,49,74,4
Au_49.75,-2.527729741692e+00,4.505660910454e+00,-4.786262,Stille,NAN,NAN,493.300,0.47619,616.4601,49,75,4
Au_49.76,-7.212892214121e+00,1.624967951450e+01,-0.535418,Stille,NAN,NAN,743.770,0.31707,1003.379,49,76,4
Au_49.77,-7.116767957186e+00,1.649232474306e+01,-2.485846,Stille,NAN,NAN,745.786,0.37931,1233.571,49,77,4
Au_49.78,8.573612580190e-01,1.760259532357e+01,15.219316,None,NAN,NAN,424.236,0.55556,183.7551,49,78,4
Au_49.79,1.186641853192e+01,8.717815487028e+00,14.977749,None,NAN,NAN,424.236,0.55556,175.7771,49,79,4
Au_49.80,1.475686515392e+01,2.024613121125e+01,10.430722,None,NAN,NAN,425.244,0.61538,173.0319,49,80,4
Au_49.81,-6.686066240020e+00,3.260194935110e+00,1.116972,Hiyama,NAN,NAN,636.467,0.36364,1214.697,49,81,4
Au_49.82,-3.629157005372e+00,4.215572474233e+00,-0.513365,Stille,NAN,NAN,519.385,0.43478,728.2862,49,82,4
Au_49.83,-4.891572434074e+00,3.989698044513e+00,-4.950611,Stille,NAN,NAN,564.418,0.42308,946.0747,49,83,4
Au_49.84,-6.153895339557e+00,4.365192385419e+00,4.368531,Hiyama,NAN,NAN,621.561,0.45161,1081.709,49,84,4
Au_49.85,9.338108825561e+00,9.106019300294e+00,-7.449806,Negishi,NAN,NAN,501.366,0.54167,771.0782,49,85,4
Au_49.86,1.119702596524e+01,8.014063276048e+00,-4.510004,Stille,NAN,NAN,499.350,0.58333,274.8179,49,86,4
Au_49.87,1.199386328223e+01,8.296621247544e+00,-4.382019,Stille,NAN,NAN,437.279,0.61538,327.0963,49,87,4
Au_49.88,1.169897950337e+01,8.023520053597e+00,-4.136207,Stille,NAN,NAN,466.297,0.61905,478.1744,49,88,4
Au_49.89,1.115045906720e+01,9.029437980584e+00,-1.227305,Stille,NAN,NAN,477.344,0.5,251.6746,49,89,4
Au_49.90,8.716512744972e+00,9.813564106442e+00,14.508830,None,NAN,NAN,526.372,0.5,636.5078,49,90,4
Au_4.9,-9.025954483167e+00,-1.033740526957e+01,16.120000,None,-9.31271,-0.108103,663.597,0.27273,939.9841,4,9,4
Au_50.50,2.353114924854e+01,-9.965064609669e-02,6.730000,None,-10.9868,0.166266,355.173,0.69231,58.24367,50,50,4
Au_50.51,2.291348558805e+01,-3.032653272131e-01,7.575591,None,NAN,NAN,389.618,0.64286,109.1064,50,51,4
Au_50.52,2.290758324457e+01,-3.007269948842e-01,8.352982,None,NAN,NAN,389.618,0.64286,115.4229,50,52,4
Au_50.53,2.350967221765e+01,7.581306512371e-02,7.994026,None,NAN,NAN,389.618,0.71429,112.1165,50,53,4
Au_50.54,2.297393592913e+01,-3.469347974914e-01,6.453753,None,NAN,NAN,373.163,0.64286,93.49126,50,54,4
Au_50.55,2.297190924432e+01,-3.443992118737e-01,7.852043,None,NAN,NAN,373.163,0.64286,96.04100,50,55,4
Au_50.56,2.354645829424e+01,6.593030865441e-02,7.846819,None,NAN,NAN,373.163,0.71429,127.4708,50,56,4
Au_50.57,2.291658915899e+01,-3.116677250525e-01,7.986203,None,NAN,NAN,369.200,0.64286,141.3577,50,57,4
Au_50.58,2.288897098559e+01,-2.972251561048e-01,7.230000,None,-10.8684,0.163427,369.200,0.64286,181.1876,50,58,4
Au_50.59,2.351020239135e+01,7.115050642255e-02,7.088611,None,NAN,NAN,369.200,0.71429,153.0774,50,59,4
Au_50.60,2.264531414804e+01,-4.745347478994e-01,4.762483,Hiyama,NAN,NAN,385.199,0.6,119.9159,50,60,4
Au_50.61,2.294239771093e+01,-1.257793712830e-01,7.380000,None,-10.146,0.163829,385.199,0.66667,354.3537,50,61,4
Au_50.62,2.360848211960e+01,2.033728850648e-01,7.000935,None,NAN,NAN,385.199,0.73333,243.6034,50,62,4
Au_50.63,2.311767634409e+01,-4.166742659787e-02,7.222019,None,NAN,NAN,398.242,0.6875,187.8029,50,63,4
Au_50.64,2.260316552328e+01,-4.277681038762e-01,6.768416,None,NAN,NAN,383.227,0.6,170.5198,50,64,4
Au_50.65,2.268048153217e+01,-2.868360911985e-01,6.264215,None,NAN,NAN,397.254,0.625,188.0733,50,65,4
Au_50.66,2.277908453342e+01,-3.674081097404e-01,10.576581,None,NAN,NAN,409.144,0.625,96.47273,50,66,4
Au_50.67,2.168521539435e+01,-1.575938317746e+01,13.428574,None,NAN,NAN,344.146,0.71429,59.99382,50,67,4
Au_50.68,2.179132891064e+01,-1.577743672067e+01,7.650000,None,-11.1466,0.277726,334.151,0.72727,211.1098,50,68,4
Au_50.69,2.315792700970e+01,-6.196629047930e-01,6.388123,None,NAN,NAN,335.183,0.63636,169.8640,50,69,4
Au_50.70,2.260649736525e+01,-2.272292395805e-01,6.446463,None,NAN,NAN,397.254,0.625,366.9481,50,70,4
Au_50.71,1.580302228194e+01,7.036325333186e+00,16.330000,None,-12.0436,0.350780,304.082,0.77778,31.39981,50,71,4
Au_50.72,6.629499312453e+00,-5.834222299229e+00,9.029341,None,NAN,NAN,477.300,0.47619,668.7054,50,72,4
Au_50.73,5.885656605504e+00,-5.952455371366e+00,15.117168,None,NAN,NAN,536.324,0.44,565.0363,50,73,4
Au_50.74,9.401461963281e+00,-5.791711028137e+00,4.445733,Hiyama,NAN,NAN,395.239,0.57143,342.9099,50,74,4
Au_50.75,9.088023405964e+00,-5.944484841555e+00,0.845452,Hiyama,NAN,NAN,414.198,0.53333,406.1490,50,75,4
Au_50.76,-1.328441833340e+01,1.203433592993e+01,-2.547516,Stille,NAN,NAN,664.669,0.30556,1426.336,50,76,4
Au_50.77,-1.312198749818e+01,1.245210445377e+01,2.239416,Hiyama,NAN,NAN,666.684,0.30556,1060.886,50,77,4
Au_50.78,1.410196216285e+01,7.769896427645e+00,20.305908,None,NAN,NAN,345.135,0.66667,56.41659,50,78,4
Au_50.79,2.350353462086e+01,-4.244750284367e-01,22.395513,None,NAN,NAN,345.135,0.66667,46.77858,50,79,4
Au_50.80,2.169316484942e+01,-1.576861250402e+01,18.116992,None,NAN,NAN,346.142,0.71429,49.49804,50,80,4
Au_50.81,4.163690823076e+00,-5.956365947267e+00,11.069605,None,NAN,NAN,557.366,0.37037,1060.006,50,81,4
Au_50.82,8.225384990714e+00,-6.024268881651e+00,6.786685,None,NAN,NAN,440.284,0.47059,500.8862,50,82,4
Au_50.83,6.687970214203e+00,-5.925650739695e+00,2.494895,Hiyama,NAN,NAN,485.316,0.45,720.6318,50,83,4
Au_50.84,5.015752169452e+00,-5.484314574363e+00,12.960692,None,NAN,NAN,542.459,0.48,991.3022,50,84,4
Au_50.85,2.242170455920e+01,-2.132333243436e-01,-3.451418,Stille,NAN,NAN,422.264,0.61111,394.9850,50,85,4
Au_50.86,2.287435774353e+01,-6.264405561073e-02,0.738312,Hiyama,NAN,NAN,420.248,0.66667,221.8916,50,86,4
Au_50.87,2.281911391933e+01,-5.224029214329e-01,1.439295,Hiyama,NAN,NAN,358.177,0.61538,187.6944,50,87,4
Au_50.88,2.363790903274e+01,1.965597266398e-01,1.959814,Hiyama,NAN,NAN,387.195,0.73333,226.6902,50,88,4
Au_50.89,2.235875996040e+01,-5.502119764998e-01,-0.361625,Stille,NAN,NAN,398.242,0.5625,176.4197,50,89,4
Au_50.90,2.188344466297e+01,-4.229741313879e-01,20.744446,None,NAN,NAN,447.270,0.55,217.3981,50,90,4
Au_5.10,-7.951608258660e+00,-7.210353157854e+00,2.073576,Hiyama,NAN,NAN,675.430,0.39394,1630.418,5,10,4
Au_5.11,-7.689423737422e+00,-1.067307449071e+01,0.537856,Hiyama,NAN,NAN,688.688,0.36667,932.9147,5,11,4
Au_5.12,-7.392157211679e+00,-1.097977500409e+01,2.190000,Hiyama,-9.58329,0.049402,639.323,0.36667,865.3179,5,12,4
Au_5.13,-7.879718738205e+00,-1.028189725756e+01,2.103014,Hiyama,NAN,NAN,627.433,0.36667,1213.310,5,13,4
Au_5.14,-8.038685925332e+00,-1.072630083955e+01,2.420236,Hiyama,NAN,NAN,627.433,0.3,951.2810,5,14,4
Au_51.51,2.255528938993e+01,-3.978881334097e-01,7.933461,None,NAN,NAN,424.064,0.6,205.3159,51,51,4
Au_51.52,2.254244812906e+01,-3.844580643037e-01,5.735104,None,NAN,NAN,424.064,0.6,235.2350,51,52,4
Au_51.53,2.293594423724e+01,-1.059910411891e-01,6.126825,None,NAN,NAN,424.064,0.66667,255.8293,51,53,4
Au_51.54,2.254900359270e+01,-3.913033082507e-01,7.747673,None,NAN,NAN,407.609,0.6,282.9902,51,54,4
Au_51.55,2.256677372260e+01,-4.018121391141e-01,6.894870,None,NAN,NAN,407.609,0.6,240.9011,51,55,4
Au_51.56,2.297210580268e+01,-1.471864947666e-01,6.342886,None,NAN,NAN,407.609,0.66667,203.9261,51,56,4
Au_51.57,2.251918098431e+01,-3.664873423259e-01,5.164214,Hiyama,NAN,NAN,403.645,0.6,321.2150,51,57,4
Au_51.58,2.252657545422e+01,-3.695110541031e-01,5.783641,None,NAN,NAN,403.645,0.6,305.5498,51,58,4
Au_51.59,2.289206299588e+01,-2.728990340888e-02,5.904311,None,NAN,NAN,403.645,0.66667,409.3054,51,59,4
Au_5.15,-7.946196122246e+00,-1.089923123295e+01,4.307088,Hiyama,NAN,NAN,627.433,0.3,812.3387,5,15,4
Au_51.60,2.231527986048e+01,-5.020474947262e-01,5.079326,Hiyama,NAN,NAN,419.644,0.5625,254.5537,51,60,4
Au_51.61,2.263343836196e+01,-2.643364713590e-01,5.560935,Hiyama,NAN,NAN,419.644,0.625,300.0247,51,61,4
Au_51.62,2.307127123556e+01,1.055794536719e-02,5.864168,None,NAN,NAN,419.644,0.6875,296.9171,51,62,4
Au_51.63,2.265898785909e+01,-5.162105091191e-02,4.799964,Hiyama,NAN,NAN,432.687,0.64706,425.9746,51,63,4
Au_51.64,2.231270656633e+01,-5.021927120710e-01,3.308752,Hiyama,NAN,NAN,417.672,0.5625,198.9364,51,64,4
Au_51.65,2.238145893434e+01,-3.474520830891e-01,3.826405,Hiyama,NAN,NAN,431.699,0.58824,266.9510,51,65,4
Au_51.66,2.239520981503e+01,-3.931931451875e-01,8.158577,None,NAN,NAN,443.589,0.58824,290.7511,51,66,4
Au_51.67,2.085129614104e+01,-1.557537671211e+01,14.140719,None,NAN,NAN,378.592,0.625,198.7139,51,67,4
Au_51.68,2.117332310959e+01,-1.564264510195e+01,9.385726,None,NAN,NAN,368.596,0.66667,319.8684,51,68,4
Au_51.69,2.261277905397e+01,-6.850324991755e-01,6.844438,None,NAN,NAN,369.628,0.58333,232.1320,51,69,4
Au_5.16,-9.818407515068e+00,-9.112986240677e+00,10.524069,None,NAN,NAN,711.594,0.30556,1479.055,5,16,4
Au_51.70,2.237336802515e+01,-3.421966460324e-01,5.772062,None,NAN,NAN,431.699,0.58824,286.8955,51,70,4
Au_51.71,1.479590361967e+01,7.439375931535e+00,16.305551,None,NAN,NAN,338.527,0.7,42.17624,51,71,4
Au_51.72,5.937168734349e+00,-5.872608516183e+00,1.962221,Hiyama,NAN,NAN,511.745,0.45455,744.9376,51,72,4
Au_51.73,4.847500319077e+00,-5.884025040043e+00,7.437950,None,NAN,NAN,570.769,0.42308,858.2385,51,73,4
Au_51.74,9.052518069547e+00,-5.884502814774e+00,4.752086,Hiyama,NAN,NAN,429.684,0.53333,336.7611,51,74,4
Au_51.75,8.667083679823e+00,-5.986986857502e+00,1.703876,Hiyama,NAN,NAN,448.643,0.5,447.3213,51,75,4
Au_51.76,-1.314382346415e+01,1.247815373354e+01,6.549311,None,NAN,NAN,699.114,0.30556,1036.316,51,76,4
Au_51.77,-1.319921152227e+01,1.235185788604e+01,10.879310,None,NAN,NAN,701.129,0.2973,1164.950,51,77,4
Au_51.78,1.301047567205e+01,8.261175040462e+00,21.478318,None,NAN,NAN,379.580,0.61538,79.32825,51,78,4
Au_51.79,2.287054555032e+01,-5.807888099411e-01,22.169016,None,NAN,NAN,379.580,0.61538,84.14304,51,79,4
Au_5.17,-4.225664956503e+00,-1.360239214440e+01,-1.722470,Stille,-10.7116,-0.017594,455.247,0.4375,398.4865,5,17,4
Au_51.80,2.084333729873e+01,-1.559220237694e+01,18.499243,None,NAN,NAN,380.588,0.625,80.16002,51,80,4
Au_51.81,4.127380244125e+00,-6.000764191419e+00,6.592342,None,NAN,NAN,591.811,0.35714,967.5328,51,81,4
Au_51.82,7.659663187604e+00,-6.092844964214e+00,-1.512626,Stille,NAN,NAN,474.729,0.44444,508.6105,51,82,4
Au_51.83,6.380751682588e+00,-5.978268806517e+00,2.501338,Hiyama,NAN,NAN,519.761,0.42857,680.1700,51,83,4
Au_51.84,4.831396563153e+00,-5.712394508182e+00,8.032962,None,NAN,NAN,576.904,0.46154,889.5338,51,84,4
Au_51.85,2.192475406327e+01,-2.203048864574e-01,-3.062352,Stille,NAN,NAN,456.709,0.57895,498.4443,51,85,4
Au_51.86,2.245833923989e+01,-5.346267758878e-02,-1.498970,Stille,NAN,NAN,454.693,0.63158,389.9421,51,86,4
Au_51.87,2.246244517065e+01,-6.125579767046e-01,0.015230,Stille,NAN,NAN,392.622,0.57143,236.5589,51,87,4
Au_51.88,2.310791243480e+01,9.784342373902e-02,0.681856,Hiyama,NAN,NAN,423.656,0.6875,394.8264,51,88,4
Au_51.89,2.193848888184e+01,-5.903208893054e-01,2.902363,Hiyama,NAN,NAN,432.687,0.52941,319.4577,51,89,4
Au_5.18,-6.187260102498e+00,-1.206571946256e+01,9.069562,None,NAN,NAN,539.409,0.36364,580.7940,5,18,4
Au_51.90,2.137414508154e+01,-4.684818773536e-01,17.631083,None,NAN,NAN,481.715,0.52381,328.8161,51,90,4
Au_5.19,-3.125648777294e+00,-1.410373955033e+01,-1.899400,Stille,-10.1541,0.024520,461.211,0.52941,392.5687,5,19,4
Au_5.20,-5.261893998112e+00,-1.258974051694e+01,-5.113710,Stille,-10.1939,-0.060354,521.262,0.42857,555.4559,5,20,4
Au_5.21,-6.778632993780e+00,-1.151681561658e+01,3.177691,Hiyama,NAN,NAN,565.362,0.36,724.9959,5,21,4
Au_5.22,-7.470379244573e+00,-1.123627578336e+01,15.293237,None,NAN,NAN,611.475,0.32143,693.4727,5,22,4
Au_5.23,-7.881629022687e+00,-1.070054792209e+01,13.339665,None,NAN,NAN,639.528,0.34483,940.4285,5,23,4
Au_5.24,-7.297654557258e+00,-1.120508954364e+01,3.199512,Hiyama,NAN,NAN,591.400,0.33333,786.5892,5,24,4
Au_52.52,2.256501658792e+01,-4.087732088493e-01,8.850423,None,NAN,NAN,424.064,0.6,183.8566,52,52,4
Au_52.53,2.297767380576e+01,-1.243144353444e-01,8.207041,None,NAN,NAN,424.064,0.66667,174.9230,52,53,4
Au_52.54,2.259237174472e+01,-4.244623127285e-01,9.937459,None,NAN,NAN,407.609,0.6,181.6860,52,54,4
Au_52.55,2.260879824824e+01,-4.442489096223e-01,8.407595,None,NAN,NAN,407.609,0.6,147.3267,52,55,4
Au_52.56,2.300769606743e+01,-1.563652822285e-01,7.780829,None,NAN,NAN,407.609,0.66667,149.1739,52,56,4
Au_52.57,2.259546750052e+01,-4.202553538827e-01,8.327880,None,NAN,NAN,403.645,0.6,148.1396,52,57,4
Au_52.58,2.255336245023e+01,-3.819741704487e-01,7.713519,None,NAN,NAN,403.645,0.6,244.4446,52,58,4
Au_52.59,2.298407425588e+01,-1.524976153506e-01,7.443769,None,NAN,NAN,403.645,0.66667,147.4225,52,59,4
Au_5.25,-7.570137750423e+00,-1.099349165842e+01,2.020000,Hiyama,-9.4755,0.064282,599.379,0.32143,899.9158,5,25,4
